B,rho,currency,efficacy,seed,Tr,soma,ppost,Td,l70,modal,PRLS
1.5,0.075,R0,gradual,7,47.76,0.095,0.165,48.32,0.176,19,0.56
1.5,0.075,R0,gradual,8,47.59,0.103,0.141,48.6,0.179,18,1.01
1.5,0.075,R0,gradual,9,47.862,0.095,0.187,48.37,0.181,24,0.5
1.5,0.075,R0,gradual,10,47.383,0.094,0.219,48.44,0.183,20,1.06
1.5,0.075,R0,chapman,1,48.112,0.105,0.163,48.74,0.184,19,0.63
1.5,0.075,R0,chapman,2,47.851,0.104,0.191,48.74,0.189,20,0.88
1.5,0.075,R0,chapman,3,47.98,0.098,0.212,48.45,0.184,19,0.48
1.5,0.075,R0,chapman,4,47.719,0.106,0.242,49.07,0.197,20,1.35
1.5,0.075,R0,chapman,5,47.798,0.1,0.255,48.78,0.194,19,0.98
1.5,0.075,R0,chapman,6,47.738,0.1,0.311,49.03,0.205,20,1.29
1.5,0.075,R0,chapman,7,47.57,0.108,0.163,48.82,0.186,18,1.25
1.5,0.075,R0,chapman,8,48.068,0.104,0.181,48.58,0.183,24,0.51
1.5,0.075,R0,chapman,9,47.45,0.102,0.168,48.65,0.184,20,1.19
1.5,0.075,R0,chapman,10,47.849,0.094,0.149,48.25,0.174,24,0.4
1.5,0.075,growing,gradual,1,47.467,0.117,0.228,49.42,0.206,18,1.95
1.5,0.075,growing,gradual,2,47.836,0.109,0.16,48.76,0.186,21,0.92
1.5,0.075,growing,gradual,3,47.556,0.098,0.241,48.78,0.194,18,1.22
1.5,0.075,growing,gradual,4,47.849,0.1,0.225,48.65,0.19,18,0.8
1.5,0.075,growing,gradual,5,47.797,0.101,0.261,48.88,0.197,19,1.08
1.5,0.075,growing,gradual,6,48.023,0.1,0.308,49.03,0.203,20,1.01
1.5,0.075,growing,gradual,7,47.76,0.095,0.165,48.32,0.176,19,0.56
1.5,0.075,growing,gradual,8,47.59,0.103,0.141,48.6,0.179,18,1.01
1.5,0.075,growing,gradual,9,47.862,0.095,0.187,48.37,0.181,24,0.5
1.5,0.075,growing,gradual,10,47.383,0.094,0.219,48.44,0.183,20,1.06
1.5,0.075,growing,chapman,1,48.112,0.105,0.163,48.74,0.184,19,0.63
1.5,0.075,growing,chapman,2,47.851,0.104,0.191,48.74,0.189,20,0.88
1.5,0.075,growing,chapman,3,47.98,0.098,0.212,48.45,0.184,19,0.48
1.5,0.075,growing,chapman,4,47.719,0.106,0.242,49.07,0.197,20,1.35
1.5,0.075,growing,chapman,5,47.798,0.1,0.255,48.78,0.194,19,0.98
1.5,0.075,growing,chapman,6,47.738,0.1,0.311,49.03,0.205,20,1.29
1.5,0.075,growing,chapman,7,47.57,0.108,0.163,48.82,0.186,18,1.25
1.5,0.075,growing,chapman,8,48.068,0.104,0.181,48.58,0.183,24,0.51
1.5,0.075,growing,chapman,9,47.45,0.102,0.168,48.65,0.184,20,1.19
1.5,0.075,growing,chapman,10,47.849,0.094,0.149,48.25,0.174,24,0.4
1.5,0.075,declining,gradual,1,47.467,0.117,0.228,49.42,0.206,18,1.95
1.5,0.075,declining,gradual,2,47.836,0.109,0.16,48.76,0.186,21,0.92
1.5,0.075,declining,gradual,3,47.556,0.098,0.241,48.78,0.194,18,1.22
1.5,0.075,declining,gradual,4,47.849,0.1,0.225,48.65,0.19,18,0.8
1.5,0.075,declining,gradual,5,47.797,0.101,0.261,48.88,0.197,19,1.08
1.5,0.075,declining,gradual,6,48.023,0.1,0.308,49.03,0.203,20,1.01
1.5,0.075,declining,gradual,7,47.76,0.095,0.165,48.32,0.176,19,0.56
1.5,0.075,declining,gradual,8,47.59,0.103,0.141,48.6,0.179,18,1.01
1.5,0.075,declining,gradual,9,47.862,0.095,0.187,48.37,0.181,24,0.5
1.5,0.075,declining,gradual,10,47.383,0.094,0.219,48.44,0.183,20,1.06
1.5,0.075,declining,chapman,1,48.112,0.105,0.163,48.74,0.184,19,0.63
1.5,0.075,declining,chapman,2,47.851,0.104,0.191,48.74,0.189,20,0.88
1.5,0.075,declining,chapman,3,47.98,0.098,0.212,48.45,0.184,19,0.48
1.5,0.075,declining,chapman,4,47.719,0.106,0.242,49.07,0.197,20,1.35
1.5,0.075,declining,chapman,5,47.798,0.1,0.255,48.78,0.194,19,0.98
1.5,0.075,declining,chapman,6,47.738,0.1,0.311,49.03,0.205,20,1.29
1.5,0.075,declining,chapman,7,47.57,0.108,0.163,48.82,0.186,18,1.25
1.5,0.075,declining,chapman,8,48.068,0.104,0.181,48.58,0.183,24,0.51
1.5,0.075,declining,chapman,9,47.45,0.102,0.168,48.65,0.184,20,1.19
1.5,0.075,declining,chapman,10,47.849,0.094,0.149,48.25,0.174,24,0.4
2,0.045,R0,gradual,1,47.475,0.076,0.234,46.64,0.141,27,0.0
2,0.045,R0,gradual,2,47.974,0.083,0.148,46.63,0.136,24,0.0
2,0.045,R0,gradual,3,47.509,0.079,0.23,46.77,0.142,28,0.0
2,0.045,R0,gradual,4,47.458,0.085,0.136,46.67,0.137,20,0.0
2,0.045,R0,gradual,5,47.853,0.08,0.309,46.82,0.147,24,0.0
2,0.045,R0,gradual,6,47.672,0.084,0.274,46.89,0.147,28,0.0
2,0.045,R0,gradual,7,47.413,0.085,0.194,46.84,0.142,20,0.0
2,0.045,R0,gradual,8,47.276,0.079,0.329,46.88,0.151,30,0.0
2,0.045,R0,gradual,9,47.783,0.082,0.353,46.97,0.15,29,0.0
2,0.045,R0,gradual,10,47.689,0.084,0.259,46.83,0.144,29,0.0
2,0.045,R0,chapman,1,47.111,0.081,0.321,46.87,0.148,26,0.0
2,0.045,R0,chapman,2,47.747,0.084,0.227,46.81,0.145,25,0.0
2,0.045,R0,chapman,3,47.703,0.084,0.239,46.82,0.145,21,0.0
2,0.045,R0,chapman,4,47.486,0.076,0.158,46.58,0.134,23,0.0
2,0.045,R0,chapman,5,47.571,0.083,0.317,46.98,0.152,28,0.0
2,0.045,R0,chapman,6,47.382,0.076,0.187,46.64,0.137,23,0.0
2,0.045,R0,chapman,7,47.613,0.078,0.189,46.64,0.139,23,0.0
2,0.045,R0,chapman,8,47.617,0.08,0.242,46.72,0.143,22,0.0
2,0.045,R0,chapman,9,47.728,0.08,0.282,46.87,0.146,23,0.0
2,0.045,R0,chapman,10,47.622,0.083,0.21,46.68,0.14,25,0.0
2,0.045,growing,gradual,1,47.475,0.076,0.234,46.64,0.141,27,0.0
2,0.045,growing,gradual,2,47.974,0.083,0.148,46.63,0.136,24,0.0
2,0.045,growing,gradual,3,47.509,0.079,0.23,46.77,0.142,28,0.0
2,0.045,growing,gradual,4,47.458,0.085,0.136,46.67,0.137,20,0.0
2,0.045,growing,gradual,5,47.853,0.08,0.309,46.82,0.147,24,0.0
2,0.045,growing,gradual,6,47.672,0.084,0.274,46.89,0.147,28,0.0
2,0.045,growing,gradual,7,47.413,0.085,0.194,46.84,0.142,20,0.0
2,0.045,growing,gradual,8,47.276,0.079,0.329,46.88,0.151,30,0.0
2,0.045,growing,gradual,9,47.783,0.082,0.353,46.97,0.15,29,0.0
2,0.045,growing,gradual,10,47.689,0.084,0.259,46.83,0.144,29,0.0
2,0.045,growing,chapman,1,47.111,0.081,0.321,46.87,0.148,26,0.0
2,0.045,growing,chapman,2,47.747,0.084,0.227,46.81,0.145,25,0.0
2,0.045,growing,chapman,3,47.703,0.084,0.239,46.82,0.145,21,0.0
2,0.045,growing,chapman,4,47.486,0.076,0.158,46.58,0.134,23,0.0
2,0.045,growing,chapman,5,47.571,0.083,0.317,46.98,0.152,28,0.0
2,0.045,growing,chapman,6,47.382,0.076,0.187,46.64,0.137,23,0.0
2,0.045,growing,chapman,7,47.613,0.078,0.189,46.64,0.139,23,0.0
2,0.045,growing,chapman,8,47.617,0.08,0.242,46.72,0.143,22,0.0
2,0.045,growing,chapman,9,47.728,0.08,0.282,46.87,0.146,23,0.0
2,0.045,growing,chapman,10,47.622,0.083,0.21,46.68,0.14,25,0.0
2,0.045,declining,gradual,1,47.475,0.076,0.234,46.64,0.141,27,0.0
2,0.045,declining,gradual,2,47.974,0.083,0.148,46.63,0.136,24,0.0
2,0.045,declining,gradual,3,47.509,0.079,0.23,46.77,0.142,28,0.0
2,0.045,declining,gradual,4,47.458,0.085,0.136,46.67,0.137,20,0.0
2,0.045,declining,gradual,5,47.853,0.08,0.309,46.82,0.147,24,0.0
2,0.045,declining,gradual,6,47.672,0.084,0.274,46.89,0.147,28,0.0
2,0.045,declining,gradual,7,47.413,0.085,0.194,46.84,0.142,20,0.0
2,0.045,declining,gradual,8,47.276,0.079,0.329,46.88,0.151,30,0.0
2,0.045,declining,gradual,9,47.783,0.082,0.353,46.97,0.15,29,0.0
2,0.045,declining,gradual,10,47.689,0.084,0.259,46.83,0.144,29,0.0
2,0.045,declining,chapman,1,47.111,0.081,0.321,46.87,0.148,26,0.0
2,0.045,declining,chapman,2,47.747,0.084,0.227,46.81,0.145,25,0.0
2,0.045,declining,chapman,3,47.703,0.084,0.239,46.82,0.145,21,0.0
2,0.045,declining,chapman,4,47.486,0.076,0.158,46.58,0.134,23,0.0
2,0.045,declining,chapman,5,47.571,0.083,0.317,46.98,0.152,28,0.0
2,0.045,declining,chapman,6,47.382,0.076,0.187,46.64,0.137,23,0.0
2,0.045,declining,chapman,7,47.613,0.078,0.189,46.64,0.139,23,0.0
2,0.045,declining,chapman,8,47.617,0.08,0.242,46.72,0.143,22,0.0
2,0.045,declining,chapman,9,47.728,0.08,0.282,46.87,0.146,23,0.0
2,0.045,declining,chapman,10,47.622,0.083,0.21,46.68,0.14,25,0.0
2,0.06,R0,gradual,1,47.304,0.09,0.228,47.65,0.164,18,0.35
2,0.06,R0,gradual,2,47.467,0.088,0.178,47.47,0.156,30,0.0
2,0.06,R0,gradual,3,47.803,0.09,0.18,47.47,0.157,25,0.0
2,0.06,R0,gradual,4,47.65,0.089,0.234,47.63,0.164,18,0.0
2,0.06,R0,gradual,5,47.591,0.095,0.225,47.82,0.167,18,0.23
2,0.06,R0,gradual,6,47.491,0.086,0.235,47.61,0.162,21,0.12
2,0.06,R0,gradual,7,47.663,0.094,0.206,47.6,0.162,25,0.0
2,0.06,R0,gradual,8,47.375,0.081,0.291,47.59,0.167,21,0.22
2,0.06,R0,gradual,9,47.523,0.081,0.284,47.58,0.167,22,0.06
2,0.06,R0,gradual,10,47.912,0.08,0.204,47.28,0.156,23,0.0
2,0.06,R0,chapman,1,47.713,0.082,0.243,47.47,0.161,27,0.0
2,0.06,R0,chapman,2,47.633,0.095,0.317,48.01,0.177,23,0.38
2,0.06,R0,chapman,3,47.055,0.092,0.25,47.81,0.168,20,0.75
2,0.06,R0,chapman,4,47.88,0.091,0.262,47.73,0.168,22,0.0
2,0.06,R0,chapman,5,47.825,0.089,0.211,47.61,0.162,24,0.0
2,0.06,R0,chapman,6,48.02,0.09,0.244,47.76,0.165,22,0.0
2,0.06,R0,chapman,7,47.902,0.096,0.286,47.91,0.172,26,0.01
2,0.06,R0,chapman,8,47.698,0.089,0.28,47.76,0.169,24,0.06
2,0.06,R0,chapman,9,47.728,0.093,0.315,47.9,0.175,22,0.17
2,0.06,R0,chapman,10,47.962,0.088,0.186,47.48,0.158,27,0.0
2,0.06,growing,gradual,1,47.304,0.09,0.228,47.65,0.164,18,0.35
2,0.06,growing,gradual,2,47.467,0.088,0.178,47.47,0.156,30,0.0
2,0.06,growing,gradual,3,47.803,0.09,0.18,47.47,0.157,25,0.0
2,0.06,growing,gradual,4,47.65,0.089,0.234,47.63,0.164,18,0.0
2,0.06,growing,gradual,5,47.591,0.095,0.225,47.82,0.167,18,0.23
2,0.06,growing,gradual,6,47.491,0.086,0.235,47.61,0.162,21,0.12
2,0.06,growing,gradual,7,47.663,0.094,0.206,47.6,0.162,25,0.0
2,0.06,growing,gradual,8,47.375,0.081,0.291,47.59,0.167,21,0.22
2,0.06,growing,gradual,9,47.523,0.081,0.284,47.58,0.167,22,0.06
2,0.06,growing,gradual,10,47.912,0.08,0.204,47.28,0.156,23,0.0
2,0.06,growing,chapman,1,47.713,0.082,0.243,47.47,0.161,27,0.0
2,0.06,growing,chapman,2,47.633,0.095,0.317,48.01,0.177,23,0.38
2,0.06,growing,chapman,3,47.055,0.092,0.25,47.81,0.168,20,0.75
2,0.06,growing,chapman,4,47.88,0.091,0.262,47.73,0.168,22,0.0
2,0.06,growing,chapman,5,47.825,0.089,0.211,47.61,0.162,24,0.0
2,0.06,growing,chapman,6,48.02,0.09,0.244,47.76,0.165,22,0.0
2,0.06,growing,chapman,7,47.902,0.096,0.286,47.91,0.172,26,0.01
2,0.06,growing,chapman,8,47.698,0.089,0.28,47.76,0.169,24,0.06
2,0.06,growing,chapman,9,47.728,0.093,0.315,47.9,0.175,22,0.17
2,0.06,growing,chapman,10,47.962,0.088,0.186,47.48,0.158,27,0.0
2,0.06,declining,gradual,1,47.304,0.09,0.228,47.65,0.164,18,0.35
2,0.06,declining,gradual,2,47.467,0.088,0.178,47.47,0.156,30,0.0
2,0.06,declining,gradual,3,47.803,0.09,0.18,47.47,0.157,25,0.0
2,0.06,declining,gradual,4,47.65,0.089,0.234,47.63,0.164,18,0.0
2,0.06,declining,gradual,5,47.591,0.095,0.225,47.82,0.167,18,0.23
2,0.06,declining,gradual,6,47.491,0.086,0.235,47.61,0.162,21,0.12
2,0.06,declining,gradual,7,47.663,0.094,0.206,47.6,0.162,25,0.0
2,0.06,declining,gradual,8,47.375,0.081,0.291,47.59,0.167,21,0.22
2,0.06,declining,gradual,9,47.523,0.081,0.284,47.58,0.167,22,0.06
2,0.06,declining,gradual,10,47.912,0.08,0.204,47.28,0.156,23,0.0
2,0.06,declining,chapman,1,47.713,0.082,0.243,47.47,0.161,27,0.0
2,0.06,declining,chapman,2,47.633,0.095,0.317,48.01,0.177,23,0.38
2,0.06,declining,chapman,3,47.055,0.092,0.25,47.81,0.168,20,0.75
2,0.06,declining,chapman,4,47.88,0.091,0.262,47.73,0.168,22,0.0
2,0.06,declining,chapman,5,47.825,0.089,0.211,47.61,0.162,24,0.0
2,0.06,declining,chapman,6,48.02,0.09,0.244,47.76,0.165,22,0.0
2,0.06,declining,chapman,7,47.902,0.096,0.286,47.91,0.172,26,0.01
2,0.06,declining,chapman,8,47.698,0.089,0.28,47.76,0.169,24,0.06
2,0.06,declining,chapman,9,47.728,0.093,0.315,47.9,0.175,22,0.17
2,0.06,declining,chapman,10,47.962,0.088,0.186,47.48,0.158,27,0.0
2,0.075,R0,gradual,1,48.02,0.094,0.253,48.63,0.19,20,0.61
2,0.075,R0,gradual,2,47.87,0.098,0.224,48.6,0.188,20,0.73
2,0.075,R0,gradual,3,47.862,0.097,0.26,48.68,0.192,22,0.82
2,0.075,R0,gradual,4,47.823,0.092,0.261,48.55,0.19,24,0.73
2,0.075,R0,gradual,5,47.64,0.098,0.174,48.54,0.182,19,0.9
2,0.075,R0,gradual,6,47.878,0.107,0.259,49.08,0.199,25,1.21
2,0.075,R0,gradual,7,47.872,0.098,0.291,48.9,0.198,20,1.03
2,0.075,R0,gradual,8,48.222,0.102,0.197,48.65,0.185,19,0.43
2,0.075,R0,gradual,9,47.871,0.104,0.336,49.19,0.209,23,1.32
2,0.075,R0,gradual,10,47.854,0.102,0.273,48.8,0.197,19,0.94
2,0.075,R0,chapman,1,47.331,0.096,0.202,48.54,0.187,18,1.21
2,0.075,R0,chapman,2,47.609,0.09,0.311,48.72,0.197,22,1.11
2,0.075,R0,chapman,3,47.79,0.094,0.371,49.07,0.208,22,1.28
2,0.075,R0,chapman,4,47.848,0.101,0.226,48.78,0.192,21,0.94
2,0.075,R0,chapman,5,47.919,0.104,0.313,49.17,0.207,21,1.26
2,0.075,R0,chapman,6,47.428,0.097,0.215,48.69,0.19,19,1.26
2,0.075,R0,chapman,7,47.822,0.102,0.276,48.91,0.199,18,1.09
2,0.075,R0,chapman,8,47.702,0.108,0.213,49.03,0.195,25,1.33
2,0.075,R0,chapman,9,47.85,0.096,0.22,48.58,0.187,25,0.73
2,0.075,R0,chapman,10,47.212,0.097,0.205,48.57,0.186,19,1.36
2,0.075,growing,gradual,1,48.02,0.094,0.253,48.63,0.19,20,0.61
2,0.075,growing,gradual,2,47.87,0.098,0.224,48.6,0.188,20,0.73
2,0.075,growing,gradual,3,47.862,0.097,0.26,48.68,0.192,22,0.82
2,0.075,growing,gradual,4,47.823,0.092,0.261,48.55,0.19,24,0.73
2,0.075,growing,gradual,5,47.64,0.098,0.174,48.54,0.182,19,0.9
2,0.075,growing,gradual,6,47.878,0.107,0.259,49.08,0.199,25,1.21
2,0.075,growing,gradual,7,47.872,0.098,0.291,48.9,0.198,20,1.03
2,0.075,growing,gradual,8,48.222,0.102,0.197,48.65,0.185,19,0.43
2,0.075,growing,gradual,9,47.871,0.104,0.336,49.19,0.209,23,1.32
2,0.075,growing,gradual,10,47.854,0.102,0.273,48.8,0.197,19,0.94
2,0.075,growing,chapman,1,47.331,0.096,0.202,48.54,0.187,18,1.21
2,0.075,growing,chapman,2,47.609,0.09,0.311,48.72,0.197,22,1.11
2,0.075,growing,chapman,3,47.79,0.094,0.371,49.07,0.208,22,1.28
2,0.075,growing,chapman,4,47.848,0.101,0.226,48.78,0.192,21,0.94
2,0.075,growing,chapman,5,47.919,0.104,0.313,49.17,0.207,21,1.26
2,0.075,growing,chapman,6,47.428,0.097,0.215,48.69,0.19,19,1.26
2,0.075,growing,chapman,7,47.822,0.102,0.276,48.91,0.199,18,1.09
2,0.075,growing,chapman,8,47.702,0.108,0.213,49.03,0.195,25,1.33
2,0.075,growing,chapman,9,47.85,0.096,0.22,48.58,0.187,25,0.73
2,0.075,growing,chapman,10,47.212,0.097,0.205,48.57,0.186,19,1.36
2,0.075,declining,gradual,1,48.02,0.094,0.253,48.63,0.19,20,0.61
2,0.075,declining,gradual,2,47.87,0.098,0.224,48.6,0.188,20,0.73
2,0.075,declining,gradual,3,47.862,0.097,0.26,48.68,0.192,22,0.82
2,0.075,declining,gradual,4,47.823,0.092,0.261,48.55,0.19,24,0.73
2,0.075,declining,gradual,5,47.64,0.098,0.174,48.54,0.182,19,0.9
2,0.075,declining,gradual,6,47.878,0.107,0.259,49.08,0.199,25,1.21
2,0.075,declining,gradual,7,47.872,0.098,0.291,48.9,0.198,20,1.03
2,0.075,declining,gradual,8,48.222,0.102,0.197,48.65,0.185,19,0.43
2,0.075,declining,gradual,9,47.871,0.104,0.336,49.19,0.209,23,1.32
2,0.075,declining,gradual,10,47.854,0.102,0.273,48.8,0.197,19,0.94
2,0.075,declining,chapman,1,47.331,0.096,0.202,48.54,0.187,18,1.21
2,0.075,declining,chapman,2,47.609,0.09,0.311,48.72,0.197,22,1.11
2,0.075,declining,chapman,3,47.79,0.094,0.371,49.07,0.208,22,1.28
2,0.075,declining,chapman,4,47.848,0.101,0.226,48.78,0.192,21,0.94
2,0.075,declining,chapman,5,47.919,0.104,0.313,49.17,0.207,21,1.26
2,0.075,declining,chapman,6,47.428,0.097,0.215,48.69,0.19,19,1.26
2,0.075,declining,chapman,7,47.822,0.102,0.276,48.91,0.199,18,1.09
2,0.075,declining,chapman,8,47.702,0.108,0.213,49.03,0.195,25,1.33
2,0.075,declining,chapman,9,47.85,0.096,0.22,48.58,0.187,25,0.73
2,0.075,declining,chapman,10,47.212,0.097,0.205,48.57,0.186,19,1.36
3,0.045,R0,gradual,1,47.548,0.083,0.239,46.88,0.144,26,0.0
3,0.045,R0,gradual,2,47.61,0.078,0.25,46.74,0.143,24,0.0
3,0.045,R0,gradual,3,47.109,0.08,0.244,46.81,0.145,21,0.0
3,0.045,R0,gradual,4,47.869,0.079,0.447,47.03,0.157,28,0.0
3,0.045,R0,gradual,5,47.628,0.076,0.335,46.8,0.148,28,0.0
3,0.045,R0,gradual,6,47.788,0.085,0.371,47.16,0.155,25,0.0
3,0.045,R0,gradual,7,47.207,0.082,0.33,46.89,0.151,20,0.0
3,0.045,R0,gradual,8,47.756,0.089,0.294,46.97,0.151,18,0.0
3,0.045,R0,gradual,9,47.719,0.081,0.288,46.9,0.148,23,0.0
3,0.045,R0,gradual,10,47.614,0.082,0.265,46.64,0.143,27,0.0
3,0.045,R0,chapman,1,47.503,0.074,0.212,46.64,0.14,25,0.0
3,0.045,R0,chapman,2,47.716,0.08,0.194,46.72,0.14,30,0.0
3,0.045,R0,chapman,3,47.77,0.085,0.199,46.76,0.142,27,0.0
3,0.045,R0,chapman,4,47.522,0.084,0.296,46.82,0.148,23,0.0
3,0.045,R0,chapman,5,47.899,0.08,0.287,46.84,0.146,29,0.0
3,0.045,R0,chapman,6,47.924,0.08,0.192,46.76,0.14,18,0.0
3,0.045,R0,chapman,7,47.342,0.08,0.211,46.71,0.142,21,0.0
3,0.045,R0,chapman,8,47.992,0.08,0.304,46.86,0.147,22,0.0
3,0.045,R0,chapman,9,47.564,0.078,0.299,46.75,0.146,25,0.0
3,0.045,R0,chapman,10,47.695,0.08,0.195,46.7,0.14,25,0.0
3,0.045,growing,gradual,1,47.548,0.083,0.239,46.88,0.144,26,0.0
3,0.045,growing,gradual,2,47.61,0.078,0.25,46.74,0.143,24,0.0
3,0.045,growing,gradual,3,47.109,0.08,0.244,46.81,0.145,21,0.0
3,0.045,growing,gradual,4,47.869,0.079,0.447,47.03,0.157,28,0.0
3,0.045,growing,gradual,5,47.628,0.076,0.335,46.8,0.148,28,0.0
3,0.045,growing,gradual,6,47.788,0.085,0.371,47.16,0.155,25,0.0
3,0.045,growing,gradual,7,47.207,0.082,0.33,46.89,0.151,20,0.0
3,0.045,growing,gradual,8,47.756,0.089,0.294,46.97,0.151,18,0.0
3,0.045,growing,gradual,9,47.719,0.081,0.288,46.9,0.148,23,0.0
3,0.045,growing,gradual,10,47.614,0.082,0.265,46.64,0.143,27,0.0
3,0.045,growing,chapman,1,47.503,0.074,0.212,46.64,0.14,25,0.0
3,0.045,growing,chapman,2,47.716,0.08,0.194,46.72,0.14,30,0.0
3,0.045,growing,chapman,3,47.77,0.085,0.199,46.76,0.142,27,0.0
3,0.045,growing,chapman,4,47.522,0.084,0.296,46.82,0.148,23,0.0
3,0.045,growing,chapman,5,47.899,0.08,0.287,46.84,0.146,29,0.0
3,0.045,growing,chapman,6,47.924,0.08,0.192,46.76,0.14,18,0.0
3,0.045,growing,chapman,7,47.342,0.08,0.211,46.71,0.142,21,0.0
3,0.045,growing,chapman,8,47.992,0.08,0.304,46.86,0.147,22,0.0
3,0.045,growing,chapman,9,47.564,0.078,0.299,46.75,0.146,25,0.0
3,0.045,growing,chapman,10,47.695,0.08,0.195,46.7,0.14,25,0.0
3,0.045,declining,gradual,1,47.548,0.083,0.239,46.88,0.144,26,0.0
3,0.045,declining,gradual,2,47.61,0.078,0.25,46.74,0.143,24,0.0
3,0.045,declining,gradual,3,47.109,0.08,0.244,46.81,0.145,21,0.0
3,0.045,declining,gradual,4,47.869,0.079,0.447,47.03,0.157,28,0.0
3,0.045,declining,gradual,5,47.628,0.076,0.335,46.8,0.148,28,0.0
3,0.045,declining,gradual,6,47.788,0.085,0.371,47.16,0.155,25,0.0
3,0.045,declining,gradual,7,47.207,0.082,0.33,46.89,0.151,20,0.0
3,0.045,declining,gradual,8,47.756,0.089,0.294,46.97,0.151,18,0.0
3,0.045,declining,gradual,9,47.719,0.081,0.288,46.9,0.148,23,0.0
3,0.045,declining,gradual,10,47.614,0.082,0.265,46.64,0.143,27,0.0
3,0.045,declining,chapman,1,47.503,0.074,0.212,46.64,0.14,25,0.0
3,0.045,declining,chapman,2,47.716,0.08,0.194,46.72,0.14,30,0.0
3,0.045,declining,chapman,3,47.77,0.085,0.199,46.76,0.142,27,0.0
3,0.045,declining,chapman,4,47.522,0.084,0.296,46.82,0.148,23,0.0
3,0.045,declining,chapman,5,47.899,0.08,0.287,46.84,0.146,29,0.0
3,0.045,declining,chapman,6,47.924,0.08,0.192,46.76,0.14,18,0.0
