B,rho,currency,efficacy,seed,Tr,soma,ppost,Td,l70,modal,PRLS
0,0.045,R0,gradual,1,48.095,0.081,0.189,46.73,0.14,20,0.0
0,0.045,R0,gradual,2,47.984,0.082,0.333,46.99,0.151,34,0.0
0,0.045,R0,gradual,3,47.887,0.082,0.276,46.79,0.146,30,0.0
0,0.045,R0,gradual,4,47.81,0.078,0.211,46.53,0.138,26,0.0
0,0.045,R0,gradual,5,47.949,0.085,0.335,47.0,0.151,21,0.0
0,0.045,R0,gradual,6,47.958,0.078,0.246,46.78,0.144,25,0.0
0,0.045,R0,gradual,7,47.672,0.078,0.201,46.65,0.139,24,0.0
0,0.045,R0,gradual,8,47.826,0.076,0.222,46.64,0.138,26,0.0
0,0.045,R0,gradual,9,47.924,0.081,0.279,46.76,0.145,28,0.0
0,0.045,R0,gradual,10,47.571,0.079,0.18,46.58,0.138,26,0.0
0,0.045,R0,chapman,1,48.095,0.081,0.189,46.73,0.14,20,0.0
0,0.045,R0,chapman,2,47.984,0.082,0.333,46.99,0.151,34,0.0
0,0.045,R0,chapman,3,47.887,0.082,0.276,46.79,0.146,30,0.0
0,0.045,R0,chapman,4,47.81,0.078,0.211,46.53,0.138,26,0.0
0,0.045,R0,chapman,5,47.949,0.085,0.335,47.0,0.151,21,0.0
0,0.045,R0,chapman,6,47.958,0.078,0.246,46.78,0.144,25,0.0
0,0.045,R0,chapman,7,47.672,0.078,0.201,46.65,0.139,24,0.0
0,0.045,R0,chapman,8,47.826,0.076,0.222,46.64,0.138,26,0.0
0,0.045,R0,chapman,9,47.924,0.081,0.279,46.76,0.145,28,0.0
0,0.045,R0,chapman,10,47.571,0.079,0.18,46.58,0.138,26,0.0
0,0.045,growing,gradual,1,48.095,0.081,0.189,46.73,0.14,20,0.0
0,0.045,growing,gradual,2,47.984,0.082,0.333,46.99,0.151,34,0.0
0,0.045,growing,gradual,3,47.887,0.082,0.276,46.79,0.146,30,0.0
0,0.045,growing,gradual,4,47.81,0.078,0.211,46.53,0.138,26,0.0
0,0.045,growing,gradual,5,47.949,0.085,0.335,47.0,0.151,21,0.0
0,0.045,growing,gradual,6,47.958,0.078,0.246,46.78,0.144,25,0.0
0,0.045,growing,gradual,7,47.672,0.078,0.201,46.65,0.139,24,0.0
0,0.045,growing,gradual,8,47.826,0.076,0.222,46.64,0.138,26,0.0
0,0.045,growing,gradual,9,47.924,0.081,0.279,46.76,0.145,28,0.0
0,0.045,growing,gradual,10,47.571,0.079,0.18,46.58,0.138,26,0.0
0,0.045,growing,chapman,1,48.095,0.081,0.189,46.73,0.14,20,0.0
0,0.045,growing,chapman,2,47.984,0.082,0.333,46.99,0.151,34,0.0
0,0.045,growing,chapman,3,47.887,0.082,0.276,46.79,0.146,30,0.0
0,0.045,growing,chapman,4,47.81,0.078,0.211,46.53,0.138,26,0.0
0,0.045,growing,chapman,5,47.949,0.085,0.335,47.0,0.151,21,0.0
0,0.045,growing,chapman,6,47.958,0.078,0.246,46.78,0.144,25,0.0
0,0.045,growing,chapman,7,47.672,0.078,0.201,46.65,0.139,24,0.0
0,0.045,growing,chapman,8,47.826,0.076,0.222,46.64,0.138,26,0.0
0,0.045,growing,chapman,9,47.924,0.081,0.279,46.76,0.145,28,0.0
0,0.045,growing,chapman,10,47.571,0.079,0.18,46.58,0.138,26,0.0
0,0.045,declining,gradual,1,48.095,0.081,0.189,46.73,0.14,20,0.0
0,0.045,declining,gradual,2,47.984,0.082,0.333,46.99,0.151,34,0.0
0,0.045,declining,gradual,3,47.887,0.082,0.276,46.79,0.146,30,0.0
0,0.045,declining,gradual,4,47.81,0.078,0.211,46.53,0.138,26,0.0
0,0.045,declining,gradual,5,47.949,0.085,0.335,47.0,0.151,21,0.0
0,0.045,declining,gradual,6,47.958,0.078,0.246,46.78,0.144,25,0.0
0,0.045,declining,gradual,7,47.672,0.078,0.201,46.65,0.139,24,0.0
0,0.045,declining,gradual,8,47.826,0.076,0.222,46.64,0.138,26,0.0
0,0.045,declining,gradual,9,47.924,0.081,0.279,46.76,0.145,28,0.0
0,0.045,declining,gradual,10,47.571,0.079,0.18,46.58,0.138,26,0.0
0,0.045,declining,chapman,1,48.095,0.081,0.189,46.73,0.14,20,0.0
0,0.045,declining,chapman,2,47.984,0.082,0.333,46.99,0.151,34,0.0
0,0.045,declining,chapman,3,47.887,0.082,0.276,46.79,0.146,30,0.0
0,0.045,declining,chapman,4,47.81,0.078,0.211,46.53,0.138,26,0.0
0,0.045,declining,chapman,5,47.949,0.085,0.335,47.0,0.151,21,0.0
0,0.045,declining,chapman,6,47.958,0.078,0.246,46.78,0.144,25,0.0
0,0.045,declining,chapman,7,47.672,0.078,0.201,46.65,0.139,24,0.0
0,0.045,declining,chapman,8,47.826,0.076,0.222,46.64,0.138,26,0.0
0,0.045,declining,chapman,9,47.924,0.081,0.279,46.76,0.145,28,0.0
0,0.045,declining,chapman,10,47.571,0.079,0.18,46.58,0.138,26,0.0
0,0.06,R0,gradual,1,47.47,0.091,0.437,48.3,0.191,30,0.83
0,0.06,R0,gradual,2,47.541,0.09,0.176,47.49,0.157,24,0.0
0,0.06,R0,gradual,3,48.173,0.091,0.328,47.87,0.174,22,0.0
0,0.06,R0,gradual,4,47.851,0.088,0.285,47.63,0.167,21,0.0
0,0.06,R0,gradual,5,47.841,0.086,0.356,47.81,0.176,24,0.0
0,0.06,R0,gradual,6,48.026,0.088,0.316,47.82,0.172,21,0.0
0,0.06,R0,gradual,7,47.917,0.088,0.268,47.54,0.165,18,0.0
0,0.06,R0,gradual,8,47.535,0.085,0.281,47.57,0.166,26,0.03
0,0.06,R0,gradual,9,47.782,0.085,0.314,47.77,0.171,22,0.0
0,0.06,R0,gradual,10,47.946,0.083,0.41,47.86,0.182,24,0.0
0,0.06,R0,chapman,1,47.47,0.091,0.437,48.3,0.191,30,0.83
0,0.06,R0,chapman,2,47.541,0.09,0.176,47.49,0.157,24,0.0
0,0.06,R0,chapman,3,48.173,0.091,0.328,47.87,0.174,22,0.0
0,0.06,R0,chapman,4,47.851,0.088,0.285,47.63,0.167,21,0.0
0,0.06,R0,chapman,5,47.841,0.086,0.356,47.81,0.176,24,0.0
0,0.06,R0,chapman,6,48.026,0.088,0.316,47.82,0.172,21,0.0
0,0.06,R0,chapman,7,47.917,0.088,0.268,47.54,0.165,18,0.0
0,0.06,R0,chapman,8,47.535,0.085,0.281,47.57,0.166,26,0.03
0,0.06,R0,chapman,9,47.782,0.085,0.314,47.77,0.171,22,0.0
0,0.06,R0,chapman,10,47.946,0.083,0.41,47.86,0.182,24,0.0
0,0.06,growing,gradual,1,47.47,0.091,0.437,48.3,0.191,30,0.83
0,0.06,growing,gradual,2,47.541,0.09,0.176,47.49,0.157,24,0.0
0,0.06,growing,gradual,3,48.173,0.091,0.328,47.87,0.174,22,0.0
0,0.06,growing,gradual,4,47.851,0.088,0.285,47.63,0.167,21,0.0
0,0.06,growing,gradual,5,47.841,0.086,0.356,47.81,0.176,24,0.0
0,0.06,growing,gradual,6,48.026,0.088,0.316,47.82,0.172,21,0.0
0,0.06,growing,gradual,7,47.917,0.088,0.268,47.54,0.165,18,0.0
0,0.06,growing,gradual,8,47.535,0.085,0.281,47.57,0.166,26,0.03
0,0.06,growing,gradual,9,47.782,0.085,0.314,47.77,0.171,22,0.0
0,0.06,growing,gradual,10,47.946,0.083,0.41,47.86,0.182,24,0.0
0,0.06,growing,chapman,1,47.47,0.091,0.437,48.3,0.191,30,0.83
0,0.06,growing,chapman,2,47.541,0.09,0.176,47.49,0.157,24,0.0
0,0.06,growing,chapman,3,48.173,0.091,0.328,47.87,0.174,22,0.0
0,0.06,growing,chapman,4,47.851,0.088,0.285,47.63,0.167,21,0.0
0,0.06,growing,chapman,5,47.841,0.086,0.356,47.81,0.176,24,0.0
0,0.06,growing,chapman,6,48.026,0.088,0.316,47.82,0.172,21,0.0
0,0.06,growing,chapman,7,47.917,0.088,0.268,47.54,0.165,18,0.0
0,0.06,growing,chapman,8,47.535,0.085,0.281,47.57,0.166,26,0.03
0,0.06,growing,chapman,9,47.782,0.085,0.314,47.77,0.171,22,0.0
0,0.06,growing,chapman,10,47.946,0.083,0.41,47.86,0.182,24,0.0
0,0.06,declining,gradual,1,47.47,0.091,0.437,48.3,0.191,30,0.83
0,0.06,declining,gradual,2,47.541,0.09,0.176,47.49,0.157,24,0.0
0,0.06,declining,gradual,3,48.173,0.091,0.328,47.87,0.174,22,0.0
0,0.06,declining,gradual,4,47.851,0.088,0.285,47.63,0.167,21,0.0
0,0.06,declining,gradual,5,47.841,0.086,0.356,47.81,0.176,24,0.0
0,0.06,declining,gradual,6,48.026,0.088,0.316,47.82,0.172,21,0.0
0,0.06,declining,gradual,7,47.917,0.088,0.268,47.54,0.165,18,0.0
0,0.06,declining,gradual,8,47.535,0.085,0.281,47.57,0.166,26,0.03
0,0.06,declining,gradual,9,47.782,0.085,0.314,47.77,0.171,22,0.0
0,0.06,declining,gradual,10,47.946,0.083,0.41,47.86,0.182,24,0.0
0,0.06,declining,chapman,1,47.47,0.091,0.437,48.3,0.191,30,0.83
0,0.06,declining,chapman,2,47.541,0.09,0.176,47.49,0.157,24,0.0
0,0.06,declining,chapman,3,48.173,0.091,0.328,47.87,0.174,22,0.0
0,0.06,declining,chapman,4,47.851,0.088,0.285,47.63,0.167,21,0.0
0,0.06,declining,chapman,5,47.841,0.086,0.356,47.81,0.176,24,0.0
0,0.06,declining,chapman,6,48.026,0.088,0.316,47.82,0.172,21,0.0
0,0.06,declining,chapman,7,47.917,0.088,0.268,47.54,0.165,18,0.0
0,0.06,declining,chapman,8,47.535,0.085,0.281,47.57,0.166,26,0.03
0,0.06,declining,chapman,9,47.782,0.085,0.314,47.77,0.171,22,0.0
0,0.06,declining,chapman,10,47.946,0.083,0.41,47.86,0.182,24,0.0
0,0.075,R0,gradual,1,47.905,0.089,0.186,48.34,0.178,20,0.43
0,0.075,R0,gradual,2,48.009,0.098,0.171,48.46,0.181,21,0.45
0,0.075,R0,gradual,3,48.078,0.101,0.358,49.23,0.213,24,1.15
0,0.075,R0,gradual,4,48.061,0.096,0.331,48.96,0.202,18,0.9
0,0.075,R0,gradual,5,48.206,0.102,0.305,48.93,0.202,28,0.72
0,0.075,R0,gradual,6,47.809,0.091,0.315,48.9,0.202,25,1.09
0,0.075,R0,gradual,7,48.014,0.094,0.135,48.1,0.17,19,0.09
0,0.075,R0,gradual,8,48.094,0.088,0.365,48.79,0.202,21,0.7
0,0.075,R0,gradual,9,48.068,0.096,0.501,49.42,0.228,21,1.35
0,0.075,R0,gradual,10,47.792,0.105,0.212,48.92,0.194,25,1.12
0,0.075,R0,chapman,1,47.905,0.089,0.186,48.34,0.178,20,0.43
0,0.075,R0,chapman,2,48.009,0.098,0.171,48.46,0.181,21,0.45
0,0.075,R0,chapman,3,48.078,0.101,0.358,49.23,0.213,24,1.15
0,0.075,R0,chapman,4,48.061,0.096,0.331,48.96,0.202,18,0.9
0,0.075,R0,chapman,5,48.206,0.102,0.305,48.93,0.202,28,0.72
0,0.075,R0,chapman,6,47.809,0.091,0.315,48.9,0.202,25,1.09
0,0.075,R0,chapman,7,48.014,0.094,0.135,48.1,0.17,19,0.09
0,0.075,R0,chapman,8,48.094,0.088,0.365,48.79,0.202,21,0.7
0,0.075,R0,chapman,9,48.068,0.096,0.501,49.42,0.228,21,1.35
0,0.075,R0,chapman,10,47.792,0.105,0.212,48.92,0.194,25,1.12
0,0.075,growing,gradual,1,47.905,0.089,0.186,48.34,0.178,20,0.43
0,0.075,growing,gradual,2,48.009,0.098,0.171,48.46,0.181,21,0.45
0,0.075,growing,gradual,3,48.078,0.101,0.358,49.23,0.213,24,1.15
0,0.075,growing,gradual,4,48.061,0.096,0.331,48.96,0.202,18,0.9
0,0.075,growing,gradual,5,48.206,0.102,0.305,48.93,0.202,28,0.72
0,0.075,growing,gradual,6,47.809,0.091,0.315,48.9,0.202,25,1.09
0,0.075,growing,gradual,7,48.014,0.094,0.135,48.1,0.17,19,0.09
0,0.075,growing,gradual,8,48.094,0.088,0.365,48.79,0.202,21,0.7
0,0.075,growing,gradual,9,48.068,0.096,0.501,49.42,0.228,21,1.35
0,0.075,growing,gradual,10,47.792,0.105,0.212,48.92,0.194,25,1.12
0,0.075,growing,chapman,1,47.905,0.089,0.186,48.34,0.178,20,0.43
0,0.075,growing,chapman,2,48.009,0.098,0.171,48.46,0.181,21,0.45
0,0.075,growing,chapman,3,48.078,0.101,0.358,49.23,0.213,24,1.15
0,0.075,growing,chapman,4,48.061,0.096,0.331,48.96,0.202,18,0.9
0,0.075,growing,chapman,5,48.206,0.102,0.305,48.93,0.202,28,0.72
0,0.075,growing,chapman,6,47.809,0.091,0.315,48.9,0.202,25,1.09
0,0.075,growing,chapman,7,48.014,0.094,0.135,48.1,0.17,19,0.09
0,0.075,growing,chapman,8,48.094,0.088,0.365,48.79,0.202,21,0.7
0,0.075,growing,chapman,9,48.068,0.096,0.501,49.42,0.228,21,1.35
0,0.075,growing,chapman,10,47.792,0.105,0.212,48.92,0.194,25,1.12
0,0.075,declining,gradual,1,47.905,0.089,0.186,48.34,0.178,20,0.43
0,0.075,declining,gradual,2,48.009,0.098,0.171,48.46,0.181,21,0.45
0,0.075,declining,gradual,3,48.078,0.101,0.358,49.23,0.213,24,1.15
0,0.075,declining,gradual,4,48.061,0.096,0.331,48.96,0.202,18,0.9
0,0.075,declining,gradual,5,48.206,0.102,0.305,48.93,0.202,28,0.72
0,0.075,declining,gradual,6,47.809,0.091,0.315,48.9,0.202,25,1.09
0,0.075,declining,gradual,7,48.014,0.094,0.135,48.1,0.17,19,0.09
0,0.075,declining,gradual,8,48.094,0.088,0.365,48.79,0.202,21,0.7
0,0.075,declining,gradual,9,48.068,0.096,0.501,49.42,0.228,21,1.35
0,0.075,declining,gradual,10,47.792,0.105,0.212,48.92,0.194,25,1.12
0,0.075,declining,chapman,1,47.905,0.089,0.186,48.34,0.178,20,0.43
0,0.075,declining,chapman,2,48.009,0.098,0.171,48.46,0.181,21,0.45
0,0.075,declining,chapman,3,48.078,0.101,0.358,49.23,0.213,24,1.15
0,0.075,declining,chapman,4,48.061,0.096,0.331,48.96,0.202,18,0.9
0,0.075,declining,chapman,5,48.206,0.102,0.305,48.93,0.202,28,0.72
0,0.075,declining,chapman,6,47.809,0.091,0.315,48.9,0.202,25,1.09
0,0.075,declining,chapman,7,48.014,0.094,0.135,48.1,0.17,19,0.09
0,0.075,declining,chapman,8,48.094,0.088,0.365,48.79,0.202,21,0.7
0,0.075,declining,chapman,9,48.068,0.096,0.501,49.42,0.228,21,1.35
0,0.075,declining,chapman,10,47.792,0.105,0.212,48.92,0.194,25,1.12
0.5,0.045,R0,gradual,1,47.687,0.078,0.214,46.64,0.14,27,0.0
0.5,0.045,R0,gradual,2,47.819,0.084,0.19,46.73,0.14,23,0.0
0.5,0.045,R0,gradual,3,48.025,0.078,0.266,46.61,0.141,23,0.0
0.5,0.045,R0,gradual,4,47.528,0.08,0.143,46.54,0.134,27,0.0
0.5,0.045,R0,gradual,5,47.961,0.091,0.23,47.01,0.147,26,0.0
0.5,0.045,R0,gradual,6,48.104,0.081,0.21,46.77,0.141,31,0.0
0.5,0.045,R0,gradual,7,47.846,0.083,0.28,46.81,0.145,28,0.0
0.5,0.045,R0,gradual,8,47.864,0.085,0.34,47.1,0.153,19,0.0
0.5,0.045,R0,gradual,9,47.779,0.082,0.175,46.66,0.138,19,0.0
0.5,0.045,R0,gradual,10,47.67,0.077,0.175,46.61,0.138,23,0.0
0.5,0.045,R0,chapman,1,47.636,0.08,0.398,47.05,0.155,20,0.0
0.5,0.045,R0,chapman,2,47.712,0.078,0.158,46.55,0.136,25,0.0
0.5,0.045,R0,chapman,3,47.44,0.083,0.243,46.65,0.14,32,0.0
0.5,0.045,R0,chapman,4,47.731,0.08,0.299,46.87,0.146,25,0.0
0.5,0.045,R0,chapman,5,48.066,0.077,0.312,46.87,0.147,27,0.0
0.5,0.045,R0,chapman,6,47.889,0.077,0.257,46.8,0.144,26,0.0
0.5,0.045,R0,chapman,7,47.629,0.079,0.177,46.62,0.138,24,0.0
0.5,0.045,R0,chapman,8,48.03,0.079,0.185,46.7,0.139,28,0.0
0.5,0.045,R0,chapman,9,47.769,0.082,0.17,46.67,0.138,21,0.0
0.5,0.045,R0,chapman,10,47.972,0.077,0.228,46.65,0.14,19,0.0
0.5,0.045,growing,gradual,1,47.687,0.078,0.214,46.64,0.14,27,0.0
0.5,0.045,growing,gradual,2,47.819,0.084,0.19,46.73,0.14,23,0.0
0.5,0.045,growing,gradual,3,48.025,0.078,0.266,46.61,0.141,23,0.0
0.5,0.045,growing,gradual,4,47.528,0.08,0.143,46.54,0.134,27,0.0
0.5,0.045,growing,gradual,5,47.961,0.091,0.23,47.01,0.147,26,0.0
0.5,0.045,growing,gradual,6,48.104,0.081,0.21,46.77,0.141,31,0.0
0.5,0.045,growing,gradual,7,47.846,0.083,0.28,46.81,0.145,28,0.0
0.5,0.045,growing,gradual,8,47.864,0.085,0.34,47.1,0.153,19,0.0
0.5,0.045,growing,gradual,9,47.779,0.082,0.175,46.66,0.138,19,0.0
0.5,0.045,growing,gradual,10,47.67,0.077,0.175,46.61,0.138,23,0.0
0.5,0.045,growing,chapman,1,47.636,0.08,0.398,47.05,0.155,20,0.0
0.5,0.045,growing,chapman,2,47.712,0.078,0.158,46.55,0.136,25,0.0
0.5,0.045,growing,chapman,3,47.44,0.083,0.243,46.65,0.14,32,0.0
0.5,0.045,growing,chapman,4,47.731,0.08,0.299,46.87,0.146,25,0.0
0.5,0.045,growing,chapman,5,48.066,0.077,0.312,46.87,0.147,27,0.0
0.5,0.045,growing,chapman,6,47.889,0.077,0.257,46.8,0.144,26,0.0
0.5,0.045,growing,chapman,7,47.629,0.079,0.177,46.62,0.138,24,0.0
0.5,0.045,growing,chapman,8,48.03,0.079,0.185,46.7,0.139,28,0.0
0.5,0.045,growing,chapman,9,47.769,0.082,0.17,46.67,0.138,21,0.0
0.5,0.045,growing,chapman,10,47.972,0.077,0.228,46.65,0.14,19,0.0
0.5,0.045,declining,gradual,1,47.687,0.078,0.214,46.64,0.14,27,0.0
0.5,0.045,declining,gradual,2,47.819,0.084,0.19,46.73,0.14,23,0.0
0.5,0.045,declining,gradual,3,48.025,0.078,0.266,46.61,0.141,23,0.0
0.5,0.045,declining,gradual,4,47.528,0.08,0.143,46.54,0.134,27,0.0
0.5,0.045,declining,gradual,5,47.961,0.091,0.23,47.01,0.147,26,0.0
0.5,0.045,declining,gradual,6,48.104,0.081,0.21,46.77,0.141,31,0.0
0.5,0.045,declining,gradual,7,47.846,0.083,0.28,46.81,0.145,28,0.0
0.5,0.045,declining,gradual,8,47.864,0.085,0.34,47.1,0.153,19,0.0
0.5,0.045,declining,gradual,9,47.779,0.082,0.175,46.66,0.138,19,0.0
0.5,0.045,declining,gradual,10,47.67,0.077,0.175,46.61,0.138,23,0.0
0.5,0.045,declining,chapman,1,47.636,0.08,0.398,47.05,0.155,20,0.0
0.5,0.045,declining,chapman,2,47.712,0.078,0.158,46.55,0.136,25,0.0
0.5,0.045,declining,chapman,3,47.44,0.083,0.243,46.65,0.14,32,0.0
0.5,0.045,declining,chapman,4,47.731,0.08,0.299,46.87,0.146,25,0.0
0.5,0.045,declining,chapman,5,48.066,0.077,0.312,46.87,0.147,27,0.0
0.5,0.045,declining,chapman,6,47.889,0.077,0.257,46.8,0.144,26,0.0
0.5,0.045,declining,chapman,7,47.629,0.079,0.177,46.62,0.138,24,0.0
0.5,0.045,declining,chapman,8,48.03,0.079,0.185,46.7,0.139,28,0.0
0.5,0.045,declining,chapman,9,47.769,0.082,0.17,46.67,0.138,21,0.0
0.5,0.045,declining,chapman,10,47.972,0.077,0.228,46.65,0.14,19,0.0
0.5,0.06,R0,gradual,1,47.81,0.085,0.323,47.68,0.169,24,0.0
0.5,0.06,R0,gradual,2,47.538,0.086,0.187,47.42,0.156,30,0.0
0.5,0.06,R0,gradual,3,47.87,0.093,0.326,47.92,0.176,24,0.05
0.5,0.06,R0,gradual,4,47.564,0.089,0.285,47.72,0.169,22,0.16
0.5,0.06,R0,gradual,5,47.761,0.094,0.244,47.69,0.166,30,0.0
0.5,0.06,R0,gradual,6,47.838,0.088,0.286,47.75,0.168,31,0.0
0.5,0.06,R0,gradual,7,47.761,0.082,0.23,47.54,0.161,24,0.0
0.5,0.06,R0,gradual,8,47.5,0.095,0.225,47.81,0.167,24,0.31
0.5,0.06,R0,gradual,9,47.83,0.086,0.303,47.75,0.17,28,0.0
0.5,0.06,R0,gradual,10,47.593,0.083,0.323,47.68,0.171,25,0.09
0.5,0.06,R0,chapman,1,47.85,0.086,0.198,47.4,0.158,22,0.0
0.5,0.06,R0,chapman,2,48.121,0.088,0.405,48.04,0.182,24,0.0
0.5,0.06,R0,chapman,3,47.904,0.086,0.229,47.5,0.161,27,0.0
0.5,0.06,R0,chapman,4,47.779,0.084,0.213,47.38,0.157,26,0.0
0.5,0.06,R0,chapman,5,47.796,0.088,0.217,47.52,0.161,23,0.0
0.5,0.06,R0,chapman,6,48.268,0.092,0.162,47.61,0.158,23,0.0
0.5,0.06,R0,chapman,7,47.99,0.084,0.222,47.38,0.158,22,0.0
0.5,0.06,R0,chapman,8,47.575,0.081,0.23,47.39,0.16,21,0.0
0.5,0.06,R0,chapman,9,47.854,0.084,0.23,47.54,0.161,25,0.0
0.5,0.06,R0,chapman,10,47.705,0.094,0.239,47.73,0.165,22,0.03
0.5,0.06,growing,gradual,1,47.81,0.085,0.323,47.68,0.169,24,0.0
0.5,0.06,growing,gradual,2,47.538,0.086,0.187,47.42,0.156,30,0.0
0.5,0.06,growing,gradual,3,47.87,0.093,0.326,47.92,0.176,24,0.05
0.5,0.06,growing,gradual,4,47.564,0.089,0.285,47.72,0.169,22,0.16
0.5,0.06,growing,gradual,5,47.761,0.094,0.244,47.69,0.166,30,0.0
0.5,0.06,growing,gradual,6,47.838,0.088,0.286,47.75,0.168,31,0.0
0.5,0.06,growing,gradual,7,47.761,0.082,0.23,47.54,0.161,24,0.0
0.5,0.06,growing,gradual,8,47.5,0.095,0.225,47.81,0.167,24,0.31
0.5,0.06,growing,gradual,9,47.83,0.086,0.303,47.75,0.17,28,0.0
0.5,0.06,growing,gradual,10,47.593,0.083,0.323,47.68,0.171,25,0.09
0.5,0.06,growing,chapman,1,47.85,0.086,0.198,47.4,0.158,22,0.0
0.5,0.06,growing,chapman,2,48.121,0.088,0.405,48.04,0.182,24,0.0
0.5,0.06,growing,chapman,3,47.904,0.086,0.229,47.5,0.161,27,0.0
0.5,0.06,growing,chapman,4,47.779,0.084,0.213,47.38,0.157,26,0.0
0.5,0.06,growing,chapman,5,47.796,0.088,0.217,47.52,0.161,23,0.0
0.5,0.06,growing,chapman,6,48.268,0.092,0.162,47.61,0.158,23,0.0
0.5,0.06,growing,chapman,7,47.99,0.084,0.222,47.38,0.158,22,0.0
0.5,0.06,growing,chapman,8,47.575,0.081,0.23,47.39,0.16,21,0.0
0.5,0.06,growing,chapman,9,47.854,0.084,0.23,47.54,0.161,25,0.0
0.5,0.06,growing,chapman,10,47.705,0.094,0.239,47.73,0.165,22,0.03
0.5,0.06,declining,gradual,1,47.81,0.085,0.323,47.68,0.169,24,0.0
0.5,0.06,declining,gradual,2,47.538,0.086,0.187,47.42,0.156,30,0.0
0.5,0.06,declining,gradual,3,47.87,0.093,0.326,47.92,0.176,24,0.05
0.5,0.06,declining,gradual,4,47.564,0.089,0.285,47.72,0.169,22,0.16
0.5,0.06,declining,gradual,5,47.761,0.094,0.244,47.69,0.166,30,0.0
0.5,0.06,declining,gradual,6,47.838,0.088,0.286,47.75,0.168,31,0.0
0.5,0.06,declining,gradual,7,47.761,0.082,0.23,47.54,0.161,24,0.0
0.5,0.06,declining,gradual,8,47.5,0.095,0.225,47.81,0.167,24,0.31
0.5,0.06,declining,gradual,9,47.83,0.086,0.303,47.75,0.17,28,0.0
0.5,0.06,declining,gradual,10,47.593,0.083,0.323,47.68,0.171,25,0.09
0.5,0.06,declining,chapman,1,47.85,0.086,0.198,47.4,0.158,22,0.0
0.5,0.06,declining,chapman,2,48.121,0.088,0.405,48.04,0.182,24,0.0
0.5,0.06,declining,chapman,3,47.904,0.086,0.229,47.5,0.161,27,0.0
0.5,0.06,declining,chapman,4,47.779,0.084,0.213,47.38,0.157,26,0.0
0.5,0.06,declining,chapman,5,47.796,0.088,0.217,47.52,0.161,23,0.0
0.5,0.06,declining,chapman,6,48.268,0.092,0.162,47.61,0.158,23,0.0
0.5,0.06,declining,chapman,7,47.99,0.084,0.222,47.38,0.158,22,0.0
0.5,0.06,declining,chapman,8,47.575,0.081,0.23,47.39,0.16,21,0.0
0.5,0.06,declining,chapman,9,47.854,0.084,0.23,47.54,0.161,25,0.0
0.5,0.06,declining,chapman,10,47.705,0.094,0.239,47.73,0.165,22,0.03
0.5,0.075,R0,gradual,1,48.135,0.101,0.282,49.02,0.199,19,0.88
0.5,0.075,R0,gradual,2,48.027,0.104,0.31,49.11,0.204,20,1.08
0.5,0.075,R0,gradual,3,47.981,0.091,0.138,48.1,0.169,18,0.12
0.5,0.075,R0,gradual,4,47.523,0.098,0.26,48.78,0.193,24,1.26
0.5,0.075,R0,gradual,5,47.832,0.096,0.231,48.59,0.188,18,0.76
0.5,0.075,R0,gradual,6,47.813,0.095,0.272,48.77,0.196,24,0.96
0.5,0.075,R0,gradual,7,47.807,0.093,0.233,48.52,0.185,20,0.71
0.5,0.075,R0,gradual,8,47.505,0.105,0.276,49.14,0.202,19,1.64
0.5,0.075,R0,gradual,9,48.159,0.104,0.244,48.84,0.195,18,0.68
0.5,0.075,R0,gradual,10,47.883,0.099,0.284,48.93,0.199,21,1.05
0.5,0.075,R0,chapman,1,48.097,0.094,0.199,48.38,0.179,23,0.28
0.5,0.075,R0,chapman,2,48.004,0.115,0.324,49.65,0.218,23,1.64
0.5,0.075,R0,chapman,3,48.032,0.102,0.142,48.61,0.181,20,0.58
0.5,0.075,R0,chapman,4,47.686,0.103,0.23,48.77,0.193,22,1.09
0.5,0.075,R0,chapman,5,47.308,0.097,0.304,48.89,0.2,21,1.58
0.5,0.075,R0,chapman,6,47.877,0.103,0.176,48.81,0.188,24,0.93
0.5,0.075,R0,chapman,7,47.771,0.093,0.199,48.4,0.179,22,0.63
0.5,0.075,R0,chapman,8,47.729,0.112,0.222,49.21,0.201,22,1.48
0.5,0.075,R0,chapman,9,48.112,0.092,0.198,48.38,0.181,20,0.26
0.5,0.075,R0,chapman,10,47.856,0.093,0.343,48.85,0.201,24,1.0
0.5,0.075,growing,gradual,1,48.135,0.101,0.282,49.02,0.199,19,0.88
0.5,0.075,growing,gradual,2,48.027,0.104,0.31,49.11,0.204,20,1.08
0.5,0.075,growing,gradual,3,47.981,0.091,0.138,48.1,0.169,18,0.12
0.5,0.075,growing,gradual,4,47.523,0.098,0.26,48.78,0.193,24,1.26
0.5,0.075,growing,gradual,5,47.832,0.096,0.231,48.59,0.188,18,0.76
0.5,0.075,growing,gradual,6,47.813,0.095,0.272,48.77,0.196,24,0.96
0.5,0.075,growing,gradual,7,47.807,0.093,0.233,48.52,0.185,20,0.71
0.5,0.075,growing,gradual,8,47.505,0.105,0.276,49.14,0.202,19,1.64
0.5,0.075,growing,gradual,9,48.159,0.104,0.244,48.84,0.195,18,0.68
0.5,0.075,growing,gradual,10,47.883,0.099,0.284,48.93,0.199,21,1.05
0.5,0.075,growing,chapman,1,48.097,0.094,0.199,48.38,0.179,23,0.28
0.5,0.075,growing,chapman,2,48.004,0.115,0.324,49.65,0.218,23,1.64
0.5,0.075,growing,chapman,3,48.032,0.102,0.142,48.61,0.181,20,0.58
